ID_Venta,Fecha,Región,País,Ciudad,Categoría,Producto,Canal,Vendedor,Unidades,Precio_Unitario,Descuento_%,Costo_Unitario,Satisfacción,Método_Pago,Año,Mes,Día_Semana,Latitud,Longitud,Ventas_Totales,Beneficio
73,2020-01-16,Asia,Corea del Sur,Ciudad_27,Ropa,Pantalón,Online,Vendedor_6,15,713.65,5.17,540.3,8,Efectivo,2020,Febrero,Viernes,39.7306,-23.3523,10151.314425,2046.8144250000014
74,2019/11/24,Europa,Italia,Ciudad_13,Ropa,Camisa,Online,Vendedor_6,43,527.01,23.54,360.75,8,Efectivo,2019,Noviembre,Domingo,43.6769,-13.6018,17326.929378,1814.6793780000007
75,2019-05-05,América,Argentina,Ciudad_4,Hogar,Mesa,Online,Vendedor_1,49,334.62,23.97,254.63,3,Efectivo,2019,Noviembre,Viernes,-34.5711,4.9207,12466.167714000001,-10.702285999997912
76,2018-06-22,Asia,China,Ciudad_30,Juguetes,Auto de juguete,Distribuidor,Vendedor_12,30,432.5,11.72,217.17,4,Efectivo,2018,Noviembre,Martes,-26.085,55.0039,11454.33,4939.2300000000005
77,2020-11-18,Europa,Francia,Ciudad_15,,Muñeca,Distribuidor,Vendedor_4,55,192.35,1.21,135.85,4,Transferencia,2020,Diciembre,Viernes,-42.2779,-20.3674,10451.241075,2979.491075
78,2019-07-06,América,EEUU,Ciudad_23,Juguetes,Muñeca,Distribuidor,Vendedor_2,62,40.76,15.55,33.05,1,Efectivo,2019,Mayo,Sábado,9.4967,97.2229,2134.15284,85.05284000000029
79,2018-05-28,Asia,Corea del Sur,Ciudad_3,Alimentos,Cereal,Distribuidor,Vendedor_3,51,560.34,24.25,391.21,5,Efectivo,2018,Mayo,Viernes,-32.4843,44.1916,21647.33505,1695.6250500000024
80,2018-10-18,Asia,India,Ciudad_23,Ropa,Chaqueta,Tienda,Vendedor_5,45,310.49,16.96,156.92,3,Efectivo,2018,Abril,Lunes,11.8427,8.6024,11602.39032,4540.990320000001
81,2020-07-22,Europa,Francia,Ciudad_22,Alimentos,Cereal,,Vendedor_12,26,70.64,28.04,39.65,1,Tarjeta,2020,Julio,Jueves,-36.2545,19.3808,1321.646144,290.7461440000002
82,2019-02-17,América,México,Ciudad_15,Juguetes,Pelota,Tienda,Vendedor_4,51,$288.7,25.16,170.34,3,Efectivo,2019,Septiembre,Miércoles,32.7353,-58.233,11019.217079999999,2331.8770799999984
83,2018-02-04,América,,Ciudad_8,Alimentos,Pan,Distribuidor,Vendedor_6,57,207.64,1.75,172.64,6,Tarjeta,2018,Noviembre,Domingo,35.3987,26.6856,11628.3591,1787.8791
84,2018-10-13,Europa,Italia,Ciudad_8,Electrónica,Laptop,Tienda,Vendedor_11,67,111.49,21.49,67.1,1,Transferencia,2018,Abril,Domingo,16.3051,8.9993,5864.5635330000005,1368.8635330000006
85,2020/01/16,Asia,China,Ciudad_18,Ropa,Pantalón,Tienda,Vendedor_5,0,-50,14.82,247.08,3,Tarjeta,2020,Enero,Jueves,-28.5662,64.5793,14803.738847999997,1461.4188479999957
86,2020/09/13,Asia,Japón,Ciudad_12,Electrónica,Televisor,Distribuidor,Vendedor_12,6,$677.89,25.01,390.14,3,Transferencia,2020,Abril,Domingo,2.1829,-60.5851,3050.098266,709.2582659999998
87,2018-02-28,América,Brasil,Ciudad_13,Electrónica,Auriculares,Online,Vendedor_14,79,145.54,4.43,125.55,5,Efectivo,2018,Octubre,Viernes,33.5498,-20.7401,10988.313662,1069.8636620000016
88,2020-03-20,Asia,Corea del Sur,Ciudad_9,Hogar,Lámpara,Tienda,Vendedor_15,7,443.99,27.3,306.74,7,Efectivo,2020,Diciembre,Miércoles,8.9332,70.1926,2259.46511,112.2851099999998
89,2019-09-02,América,Brasil,Ciudad_16,Juguetes,Auto de juguete,Distribuidor,Vendedor_13,4,462.64,3.41,337.51,1,Tarjeta,2019,Junio,Miércoles,13.7464,16.5454,1787.455904,437.41590399999995
90,2019/09/14,América,Argentina,Ciudad_28,Hogar,Silla,Online,Vendedor_15,42,,4.38,213.68,10,Tarjeta,2019,Junio,Domingo,32.1481,99.1302,11722.017552,2747.457552
91,2018/05/14,Asia,India,Ciudad_24,Electrónica,Televisor,Distribuidor,Vendedor_4,34,604.91,11.91,371.14,10,Tarjeta,2018,Diciembre,Martes,-41.6707,-43.5142,18117.417446,5498.657445999999
92,2018/06/10,Asia,Japón,Ciudad_15,Ropa,Camisa,Tienda,Vendedor_12,62,42.46,15.36,34.6,4,Transferencia,2018,Septiembre,Miércoles,35.9384,-73.3493,2228.164928,82.96492799999987
93,2018-02-19,Asia,China,Ciudad_4,Electrónica,Smartphone,Tienda,Vendedor_12,21,710.06,1.22,522.14,9,Efectivo,2018,Abril,Martes,-36.9954,17.3448,14729.342627999999,3764.402627999998
94,2019-05-18,Asia,Corea del Sur,Ciudad_29,Ropa,Camisa,Tienda,Vendedor_8,43,742.01,18.43,476.28,1,Tarjeta,2019,Enero,Martes,-46.0132,-53.9821,26026.074951,5546.0349510000015
95,2020-11-20,América,México,Ciudad_14,Electrónica,Laptop,Online,Vendedor_8,37,198.2,15.18,124.86,2,Tarjeta,2020,Marzo,Martes,-20.3037,86.591,6220.18988,1600.3698800000002
96,2020-02-21,África,Nigeria,Ciudad_26,Electrónica,Auriculares,Online,Vendedor_15,14,529.03,17.34,395.66,7,Transferencia,2020,Junio,Miércoles,-7.9815,40.3249,6122.146772,582.9067719999994
97,2020-05-10,África,Marruecos,Ciudad_26,Alimentos,Cereal,Distribuidor,Vendedor_8,22,666.5,20.27,473.07,10,Efectivo,2020,Septiembre,Miércoles,-48.5332,51.4746,11690.8099,1283.2699000000011
98,2019/02/12,África,Marruecos,Ciudad_9,Hogar,Mesa,Distribuidor,Vendedor_8,27,561.11,27.77,436.83,3,Efectivo,2019,Enero,Sábado,37.1531,83.1026,10942.823331,-851.5866690000003
99,2018-11-27,América,Brasil,Ciudad_23,Juguetes,Muñeca,Tienda,Vendedor_6,40,473.4,23.61,401.51,4,Transferencia,2018,Junio,Lunes,14.5437,-74.327,14465.2104,-1595.1895999999997
100,2019-09-15,Asia,Corea del Sur,Ciudad_7,Alimentos,Queso,,Vendedor_1,24,605.64,22.7,484.47,6,Efectivo,2019,Julio,Jueves,31.0683,71.5848,11235.83328,-391.4467199999999
101,2019-06-01,África,Egipto,Ciudad_15,Alimentos,Pan,Distribuidor,Vendedor_4,29,198.58,11.84,115.98,3,Transferencia,2019,Diciembre,Sábado,21.2667,37.4862,5076.975712,1713.5557120000003
102,2020-09-22,África,Egipto,Ciudad_10,Ropa,Camisa,Tienda,Vendedor_7,71,276.81,24.04,192.63,10,Tarjeta,2020,Noviembre,Miércoles,-22.3877,-97.7414,14928.806196,1252.076196
103,2020-03-10,América,Argentina,Ciudad_3,Electrónica,Laptop,Distribuidor,Vendedor_12,34,352.23,23.53,183.75,10,Transferencia,2020,Septiembre,Martes,42.2541,95.7007,9157.909554,2910.409554
104,2020-04-16,Europa,España,Ciudad_18,Electrónica,Auriculares,Distribuidor,Vendedor_12,3,57.6,0.27,41.19,6,Tarjeta,2020,Enero,Viernes,-29.989,-40.9274,172.33344,48.76344
105,2019-10-06,Asia,Japón,Ciudad_6,Ropa,Pantalón,Tienda,Vendedor_15,8,194.68,16.66,132.59,6,Efectivo,2019,Febrero,Lunes,0.5613,-81.2646,1297.9704960000001,237.2504960000001
106,2018-06-02,Europa,,Ciudad_26,Ropa,Chaqueta,Online,Vendedor_1,41,703.05,4.39,585.77,3,Tarjeta,2018,Diciembre,Miércoles,8.954,-11.4956,27559.630305,3543.060304999999
107,2019-04-24,Europa,Francia,Ciudad_7,Electrónica,Televisor,Online,Vendedor_1,15,74.5,23.59,59.37,5,Transferencia,2019,Septiembre,Jueves,-46.7737,-49.6466,853.88175,-36.668249999999944
108,2019-11-04,Asia,India,Ciudad_14,Hogar,Cama,Distribuidor,Vendedor_14,79,309.05,20.37,165.57,4,Efectivo,2019,Marzo,Viernes,-26.0283,54.5833,19441.624685000003,6361.594685000004
109,2018-05-19,Asia,India,Ciudad_24,Hogar,Lámpara,Tienda,Vendedor_8,47,284.75,11.88,196.06,1,Efectivo,2018,Mayo,Martes,-37.3243,9.7058,11793.3199,2578.4999000000007
110,2019-02-14,Europa,Francia,Ciudad_15,Juguetes,Pelota,Online,Vendedor_3,11,651.06,7.62,418.23,6,Tarjeta,2019,Agosto,Miércoles,-34.5981,-29.3476,6615.941508,2015.4115079999992
111,2019-09-28,América,México,Ciudad_17,Hogar,Silla,Distribuidor,Vendedor_3,62,430.01,29.55,339.91,4,Transferencia,2019,Diciembre,Miércoles,-14.4698,70.2627,18782.40679,-2292.013210000001
112,2019-07-08,Asia,India,Ciudad_10,Electrónica,Laptop,Tienda,Vendedor_1,35,708.78,21.35,580.73,1,Tarjeta,2019,Junio,Viernes,-14.026,-90.1093,19510.94145,-814.6085500000008
113,2020-10-28,América,México,Ciudad_28,Electrónica,Laptop,Online,Vendedor_6,65,712.81,4.23,421.44,5,Transferencia,2020,Septiembre,Viernes,4.1927,-13.5752,44372.77890499999,16979.178904999993
114,2018-03-02,África,Marruecos,Ciudad_8,Ropa,Chaqueta,Online,Vendedor_7,10,225.15,6.87,125.39,4,Tarjeta,2018,Agosto,Miércoles,28.3349,-83.508,2096.82195,842.9219499999999
115,2019/01/02,Europa,España,Ciudad_12,,Pelota,Distribuidor,Vendedor_6,22,462.23,25.14,355.11,1,Tarjeta,2019,Agosto,Viernes,35.327,-0.0086,7612.558316000001,-199.8616839999995
116,2019-02-09,Europa,Italia,Ciudad_28,Electrónica,Smartphone,Distribuidor,Vendedor_12,73,537.44,9.35,337.03,10,Tarjeta,2019,Junio,Jueves,-43.7069,31.6814,35564.823280000004,10961.633280000005
117,2018-11-10,Asia,China,Ciudad_30,Ropa,Chaqueta,Online,Vendedor_6,34,668.19,7.57,415.94,8,Efectivo,2018,Mayo,Martes,-45.1401,-13.712,20998.672578,6856.712578000002
118,2019-10-23,Europa,Alemania,Ciudad_15,Hogar,Cama,Distribuidor,Vendedor_5,78,208.44,5.17,116.13,2,Efectivo,2019,Septiembre,Sábado,37.3965,-20.8328,15417.764856,6359.624856
119,2019-09-26,Europa,Italia,Ciudad_13,Ropa,Camisa,Distribuidor,Vendedor_11,32,67.8,2.12,47.98,8,Transferencia,2019,Diciembre,Miércoles,-32.9562,41.6462,2123.60448,588.2444800000001
120,2018-11-18,América,Argentina,Ciudad_25,Alimentos,Cereal,Online,Vendedor_10,76,301.64,25.22,195.26,6,Efectivo,2018,Diciembre,Sábado,-19.6401,-82.351,17143.045792,2303.2857920000024
121,2019-10-08,Asia,Japón,Ciudad_15,Ropa,Pantalón,,Vendedor_15,6,763.58,17.02,678.02,3,Transferencia,2019,Agosto,Lunes,38.4436,21.8875,3801.712104,-266.4078959999997
122,2019-12-14,Europa,Francia,Ciudad_10,Juguetes,Auto de juguete,Online,Vendedor_6,34,114.97,5.08,63.54,10,Transferencia,2019,Abril,Viernes,-3.193,2.0898,3710.403816,1550.0438159999999
123,2020-12-06,Europa,Alemania,Ciudad_27,,Leche,,Vendedor_11,20,,24.4,348.23,7,Efectivo,2020,Noviembre,Viernes,11.8133,-12.0875,8276.2344,1311.634399999999
124,2019-10-02,África,Nigeria,Ciudad_19,Ropa,Camisa,Online,Vendedor_12,14,$82.35,11.63,55.78,3,Efectivo,2019,Septiembre,Domingo,8.7154,89.371,1018.8177299999998,237.89772999999968
125,2018/09/08,África,Marruecos,Ciudad_11,Juguetes,Puzzle,Tienda,Vendedor_13,23,674.31,8.2,573.83,1,Transferencia,2018,Noviembre,Lunes,-5.4341,-36.1999,14237.38134,1039.2913399999998
126,2020/08/17,América,Argentina,Ciudad_5,Electrónica,Auriculares,Tienda,Vendedor_15,53,374.92,15.22,212.08,9,Efectivo,2020,Diciembre,Domingo,-35.1045,-70.809,16846.430328000002,5606.190328000002
