ID_Venta,Fecha,Región,País,Ciudad,Categoría,Producto,Canal,Vendedor,Unidades,Precio_Unitario,Descuento_%,Costo_Unitario,Satisfacción,Método_Pago,Año,Mes,Día_Semana,Latitud,Longitud,Ventas_Totales,Beneficio
66,2023-12-03,Europa,Italia,Ciudad_17,Ropa,Chaqueta,Distribuidor,Vendedor_9,16,73.46,25.02,57.9,3,Tarjeta,2023,Octubre,Sábado,3.7122,-37.2638,881.2849279999999,-45.115072000000055
67,2023-09-08,Europa,Francia,Ciudad_5,Juguetes,Auto de juguete,Tienda,Vendedor_2,41,189.49,10.33,124.58,10,Tarjeta,2023,Mayo,Miércoles,-16.2196,-54.6676,6966.543003000001,1858.763003000001
68,2021-07-01,Europa,Francia,Ciudad_27,Ropa,Zapatos,Online,Vendedor_2,39,612.29,13.91,333.2,1,Transferencia,2021,Enero,Martes,-30.7308,71.4076,20557.697978999997,7562.897978999998
69,2023-08-28,Asia,Japón,Ciudad_13,Ropa,Chaqueta,Tienda,Vendedor_13,33,457.81,28.95,402.25,5,Efectivo,2023,Julio,Jueves,34.2286,53.2972,10734.042165,-2540.2078349999992
70,2023-02-27,Europa,Italia,Ciudad_17,Hogar,Cama,Distribuidor,Vendedor_7,0,99999,16.18,400.82,5,Efectivo,2023,Agosto,Sábado,34.8599,8.2138,34276.629948,4615.949948000001
71,2022-02-10,Asia,Japón,Ciudad_17,,Chaqueta,Online,Vendedor_12,29,787.09,13.0,699.47,4,Transferencia,2022,Marzo,Domingo,31.4104,-71.7186,19858.2807,-426.3493000000017
72,2021-04-28,América,Brasil,Ciudad_27,Ropa,Pantalón,Distribuidor,Vendedor_1,56,451.78,26.93,324.63,5,Tarjeta,2021,Diciembre,Jueves,43.4971,14.8094,18486.476176,307.1961760000013
73,2022-06-10,Europa,Alemania,Ciudad_2,Alimentos,Queso,Distribuidor,Vendedor_5,21,25.31,18.6,16.71,1,Tarjeta,2022,Abril,Viernes,23.2534,81.084,432.64914,81.73913999999996
74,2021-01-14,África,Nigeria,Ciudad_23,Ropa,Zapatos,Online,Vendedor_4,48,209.82,22.31,127.09,9,Efectivo,2021,Diciembre,Miércoles,15.2996,-63.306,7824.439584000001,1724.119584000001
75,2023-01-12,África,Egipto,Ciudad_19,Juguetes,Puzzle,Online,Vendedor_11,23,611.66,1.64,525.59,2,Transferencia,2023,Marzo,Lunes,-28.603,35.9857,13837.461847999999,1748.8918479999975
76,2021-05-04,África,Marruecos,Ciudad_30,Alimentos,Queso,Online,Vendedor_14,1,66.21,0.7,47.14,9,Tarjeta,2021,Enero,Miércoles,-48.1904,17.1986,65.74652999999999,18.606529999999992
77,2022-01-19,Asia,India,Ciudad_8,Electrónica,Auriculares,Distribuidor,Vendedor_15,24,332.21,7.09,283.87,10,Transferencia,2022,Septiembre,Domingo,-22.3383,-52.079,7407.751463999999,594.8714639999989
78,2022-11-07,América,,Ciudad_8,Ropa,Pantalón,Distribuidor,Vendedor_15,1,140.64,3.7,81.58,4,Efectivo,2022,Diciembre,Lunes,13.4127,14.0099,135.43632,53.85632
79,2023-09-25,América,Brasil,Ciudad_22,,Pelota,Online,Vendedor_4,50,230.55,2.54,190.8,10,Efectivo,2023,Junio,Miércoles,44.5839,-37.5237,11234.701500000001,1694.701500000001
80,2023-02-18,América,Brasil,Ciudad_30,Electrónica,Auriculares,Distribuidor,Vendedor_11,18,488.56,10.63,432.59,10,Efectivo,2023,Julio,Sábado,-31.3444,20.9229,7859.2692959999995,72.6492959999996
81,2021-02-11,Europa,España,Ciudad_8,,Muñeca,Distribuidor,Vendedor_3,62,$28.51,11.27,19.72,9,Transferencia,2021,Julio,Martes,-15.8949,-12.5783,1568.409226,345.7692260000001
82,2021-02-02,Asia,Corea del Sur,Ciudad_14,Hogar,Silla,Distribuidor,Vendedor_15,6,10.99,6.21,5.74,8,Transferencia,2021,Abril,Martes,-47.3051,-22.6496,61.84512599999999,27.405125999999996
83,2022-03-25,África,Sudáfrica,Ciudad_20,Electrónica,Laptop,Online,Vendedor_15,26,663.49,2.42,521.24,9,Transferencia,2022,Febrero,Domingo,9.6297,-60.5906,16833.272092000003,3281.032092000003
84,2022-04-23,América,México,Ciudad_28,Electrónica,Televisor,,Vendedor_2,59,376.72,19.33,276.7,4,Transferencia,2022,Noviembre,Lunes,-22.1003,51.7314,17930.101416,1604.801416000002
85,2022/10/08,América,México,Ciudad_4,,Camisa,Tienda,Vendedor_14,36,682.29,29.79,415.67,10,Tarjeta,2022,Julio,Martes,-30.2466,-1.897,17245.289124,2281.169123999998
86,2022-01-26,África,Marruecos,Ciudad_13,Hogar,Silla,Tienda,Vendedor_1,55,369.98,28.53,325.45,4,Transferencia,2022,Septiembre,Sábado,15.9219,5.4914,14543.358830000001,-3356.391169999999
87,2021-01-09,Asia,,Ciudad_29,Juguetes,Puzzle,Tienda,Vendedor_12,54,789.38,22.63,672.6,3,Transferencia,2021,Febrero,Domingo,3.5531,-74.4059,32980.138524,-3340.2614759999997
88,2021-11-03,África,Sudáfrica,Ciudad_20,Ropa,Camisa,Online,Vendedor_15,27,34.81,27.21,27.33,9,Tarjeta,2021,Agosto,Miércoles,20.5356,98.6631,684.131373,-53.778626999999915
89,2022/08/15,Europa,España,Ciudad_2,Juguetes,Puzzle,Online,Vendedor_1,27,617.49,1.74,364.35,4,Transferencia,2022,Septiembre,Sábado,45.9245,90.0171,16382.133198,6544.683197999999
90,2023-09-28,Asia,Corea del Sur,Ciudad_11,Alimentos,Leche,Tienda,Vendedor_2,59,371.64,24.91,211.19,3,Efectivo,2023,Marzo,Sábado,-37.5629,-62.6297,16464.804084,4004.5940840000003
91,2023-04-28,América,Brasil,Ciudad_2,Juguetes,Puzzle,Distribuidor,Vendedor_10,74,504.75,2.02,302.81,10,Efectivo,2023,Junio,Lunes,9.5426,-61.7816,36596.9997,14189.059700000002
92,2021-05-11,América,Argentina,Ciudad_9,Juguetes,Pelota,Distribuidor,Vendedor_1,77,520.92,2.05,294.61,9,Tarjeta,2021,Mayo,Domingo,-0.2322,82.4648,39288.56778,16603.597779999996
93,2022-10-09,África,Egipto,Ciudad_1,Hogar,Silla,Distribuidor,Vendedor_14,1,600.78,22.15,521.49,7,Efectivo,2022,Octubre,Jueves,-8.2534,80.3553,467.70723,-53.78277000000003
94,2022-02-11,Asia,China,Ciudad_22,Electrónica,Laptop,Distribuidor,Vendedor_11,45,176.84,28.45,94.94,9,Efectivo,2022,Junio,Lunes,17.5409,-40.16,5693.8059,1421.5059
95,2022-07-03,Europa,Alemania,Ciudad_17,Hogar,Cama,Distribuidor,Vendedor_9,69,214.82,16.98,151.98,10,Transferencia,2022,Julio,Domingo,-10.4907,98.8758,12305.705916,1819.0859160000018
96,2021-09-12,Europa,España,Ciudad_7,Hogar,Cama,Tienda,Vendedor_13,75,69.2,12.4,47.11,5,Efectivo,2021,Septiembre,Jueves,13.0995,77.5082,4546.44,1013.1899999999996
97,2023-11-14,América,EEUU,Ciudad_13,Ropa,Chaqueta,Distribuidor,Vendedor_1,38,651.25,29.13,496.95,5,Efectivo,2023,Abril,Domingo,30.8579,-46.2994,17538.55325,-1345.5467499999977
98,2021-06-13,África,Nigeria,Ciudad_4,Electrónica,Smartphone,,Vendedor_14,37,10.47,0.66,6.01,5,Transferencia,2021,Noviembre,Sábado,8.6689,-95.6346,384.833226,162.46322600000002
99,2022-08-05,Europa,Italia,Ciudad_15,Electrónica,Auriculares,Tienda,Vendedor_3,36,164.8,12.18,84.48,7,Efectivo,2022,Febrero,Martes,18.9332,27.9857,5210.18496,2168.9049599999994
100,2022/05/17,África,Marruecos,Ciudad_7,Hogar,Mesa,Tienda,Vendedor_8,31,$505.87,24.81,381.58,4,Transferencia,2022,Julio,Lunes,-24.9815,-40.3377,11791.273243,-37.706756999999925
101,2021-05-17,África,Sudáfrica,Ciudad_5,Electrónica,Televisor,Online,Vendedor_15,22,277.09,24.19,163.46,4,Transferencia,2021,Febrero,Viernes,-4.6968,1.2498,4621.362437999999,1025.2424379999989
102,2022-07-26,Europa,Francia,Ciudad_29,Electrónica,Smartphone,Distribuidor,Vendedor_8,-10,99999,20.81,257.64,5,Tarjeta,2022,Agosto,Lunes,2.9824,-63.4043,17942.300032,1968.6200320000007
103,2022-11-27,Europa,Alemania,Ciudad_7,Alimentos,Cereal,Tienda,Vendedor_8,18,,10.96,480.17,1,Tarjeta,2022,Diciembre,Domingo,2.2854,70.7437,11526.922512000001,2883.8625120000015
104,2023-11-18,África,Nigeria,Ciudad_25,Alimentos,Leche,Tienda,Vendedor_11,18,,9.27,460.8,4,Transferencia,2023,Febrero,Lunes,19.4621,63.9731,10158.620742,1864.2207419999995
105,2022-10-21,África,Sudáfrica,Ciudad_25,Alimentos,Leche,Online,Vendedor_2,71,519.49,5.1,297.1,10,Efectivo,2022,Junio,Martes,-49.0918,4.6845,35002.71671,13908.616709999998
106,2022-12-04,África,Sudáfrica,Ciudad_14,Juguetes,Pelota,Online,Vendedor_4,16,,10.27,194.74,1,Tarjeta,2022,Julio,Lunes,-29.9105,-23.8662,5262.197904,2146.3579039999995
107,2022-05-06,Europa,Italia,Ciudad_9,Ropa,Camisa,Online,Vendedor_14,72,,26.7,40.16,6,Transferencia,2022,Junio,Domingo,-5.32,27.337,3669.5152799999996,777.9952800000001
108,2021-11-01,América,EEUU,Ciudad_15,Alimentos,Leche,Tienda,Vendedor_9,32,191.96,6.64,154.76,7,Efectivo,2021,Noviembre,Miércoles,-6.3124,31.9928,5734.843392,782.5233920000001
109,2023-08-15,Europa,Alemania,Ciudad_23,Hogar,Silla,Online,Vendedor_9,52,477.14,1.09,316.41,8,Efectivo,2023,Febrero,Lunes,-2.5437,-90.6376,24540.837047999998,8087.517047999998
110,2023-12-24,Europa,Francia,Ciudad_20,Hogar,Cama,Tienda,Vendedor_14,79,260.06,7.53,198.9,9,Efectivo,2023,Julio,Jueves,-36.8519,59.3421,18997.721078000002,3284.621078000002
111,2022-01-01,Europa,Francia,Ciudad_6,Ropa,Pantalón,Online,Vendedor_1,7,338.43,12.03,279.99,3,Efectivo,2022,Marzo,Domingo,-9.6005,20.3413,2084.018097,124.08809700000006
112,2021-11-18,Asia,Japón,Ciudad_17,Electrónica,Televisor,Online,Vendedor_4,0,99999,3.48,290.92,4,Efectivo,2021,Septiembre,Sábado,-35.0996,96.5077,15239.465584000001,7093.705584000001
113,2021-10-08,Asia,Japón,Ciudad_26,Ropa,Pantalón,,Vendedor_4,57,$44.34,15.22,27.55,8,Transferencia,2021,Marzo,Domingo,-41.8798,-93.7823,2142.712764,572.3627639999997
114,2023-04-05,América,Argentina,Ciudad_11,Electrónica,Laptop,Tienda,Vendedor_6,80,558.45,3.1,382.79,2,Transferencia,2023,Septiembre,Viernes,-47.4467,-12.2736,43291.044,12667.844000000001
115,2021/07/24,África,Marruecos,Ciudad_25,Juguetes,Puzzle,Online,Vendedor_10,79,240.55,27.65,200.95,5,Tarjeta,2021,Enero,Domingo,-37.9941,-90.4897,13748.996075000001,-2126.0539249999983
116,2021-04-01,América,México,Ciudad_19,Alimentos,Leche,Tienda,Vendedor_11,45,781.33,23.92,419.51,10,Tarjeta,2021,Marzo,Viernes,38.324,64.4938,26749.613879999997,7871.663879999996
117,2021-05-23,Europa,España,Ciudad_19,Juguetes,Puzzle,Online,Vendedor_5,64,523.24,23.8,420.51,10,Tarjeta,2021,Julio,Sábado,26.0978,-32.3016,25517.36832,-1395.271679999998
118,2021-06-10,África,Nigeria,Ciudad_5,Electrónica,Smartphone,Tienda,Vendedor_15,27,63.81,10.3,44.07,1,Transferencia,2021,Noviembre,Miércoles,25.9868,3.0007,1545.4143900000001,355.52439000000004
119,2023-06-09,Asia,Japón,Ciudad_13,Hogar,Lámpara,Tienda,Vendedor_3,4,660.11,3.78,431.87,2,Transferencia,2023,Junio,Jueves,-18.3259,-92.7606,2540.631368,813.1513679999998
120,2021-12-26,Asia,China,Ciudad_1,Electrónica,Auriculares,,Vendedor_3,16,747.8,16.71,452.59,9,Efectivo,2021,Noviembre,Jueves,-46.8149,-72.5503,9965.481919999998,2724.0419199999988
121,2023-02-26,Europa,Italia,Ciudad_27,Juguetes,Muñeca,Online,Vendedor_14,71,587.61,21.75,492.21,4,Transferencia,2023,Noviembre,Domingo,20.3164,18.472,32646.142574999998,-2300.767424999998
122,2022-01-02,Europa,Francia,Ciudad_13,Alimentos,Cereal,,Vendedor_14,37,389.81,21.89,218.51,1,Tarjeta,2022,Mayo,Viernes,6.4566,4.4462,11265.781867,3180.911867
123,2022-11-15,África,Sudáfrica,Ciudad_27,Hogar,Lámpara,Online,Vendedor_5,10000,0,12.14,36.2,9,Tarjeta,2022,Febrero,Domingo,-48.296,76.1847,85.540496,13.140495999999999
124,2023-05-02,África,Nigeria,Ciudad_17,Ropa,Zapatos,Tienda,Vendedor_13,79,240.28,23.84,151.31,3,Transferencia,2023,Septiembre,Jueves,-22.6889,99.5217,14456.782592,2503.292592
125,2023-02-22,África,Nigeria,Ciudad_23,Ropa,Camisa,Distribuidor,Vendedor_3,39,,10.97,316.66,10,Efectivo,2023,Agosto,Miércoles,3.8927,16.3099,15758.096327999998,3408.356327999996
126,2021-09-10,Asia,India,Ciudad_12,Electrónica,Televisor,Distribuidor,Vendedor_7,6,602.07,29.22,401.25,4,Efectivo,2021,Agosto,Domingo,18.9294,-6.9896,2556.870876,149.37087599999995
